index,time
3062,2020-07-24 17:19:59.638
3063,2020-07-24 17:21:27.237
3064,2020-07-24 17:21:36.515
3065,2020-07-24 17:21:59.621
3066,2020-07-24 17:22:13.009
3067,2020-07-24 17:22:37.249
3068,2020-07-24 17:22:41.078
3069,2020-07-24 17:24:33.043
3070,2020-07-24 17:24:41.999
3071,2020-07-24 17:25:08.141
3072,2020-07-24 17:25:43.095
3073,2020-07-24 17:25:53.275
3074,2020-07-24 17:26:16.006
3075,2020-07-24 17:26:34.422
3076,2020-07-24 17:27:26.409
3077,2020-07-24 17:27:31.246
3078,2020-07-24 17:27:42.214
3079,2020-07-24 17:28:01.450
3080,2020-07-24 17:28:03.042
3081,2020-07-24 17:28:44.055
3082,2020-07-24 17:29:07.526
3083,2020-07-24 17:29:44.396
3084,2020-07-24 17:30:10.540
3085,2020-07-24 17:30:47.195
3086,2020-07-24 17:30:55.226
3087,2020-07-24 17:31:06.162
3088,2020-07-24 17:31:14.100
3089,2020-07-24 17:31:23.938
3090,2020-07-24 17:31:32.138
3091,2020-07-24 17:31:40.075
3092,2020-07-24 17:32:08.282
3093,2020-07-24 17:32:20.431
3094,2020-07-24 17:32:31.009
3095,2020-07-24 17:32:59.192
3096,2020-07-24 17:33:18.164
3097,2020-07-24 17:33:30.024
3098,2020-07-24 17:34:10.345
3099,2020-07-24 17:34:22.415
3100,2020-07-24 17:35:28.512
3101,2020-07-24 17:35:47.380
3102,2020-07-24 17:36:02.947
3103,2020-07-24 17:36:08.448
3104,2020-07-24 17:36:26.327
3105,2020-07-24 17:36:33.681
3106,2020-07-24 17:36:43.610
3107,2020-07-24 17:36:58.086
3108,2020-07-24 17:36:59.444
3109,2020-07-24 17:37:05.330
3110,2020-07-24 17:37:14.702
3111,2020-07-24 17:37:21.318
3112,2020-07-24 17:37:28.575
3113,2020-07-24 17:37:48.608
3114,2020-07-24 17:37:56.228
3115,2020-07-24 17:38:19.828
3116,2020-07-24 17:38:33.631
3117,2020-07-24 17:38:50.748
3118,2020-07-24 17:38:51.904
3119,2020-07-24 17:39:26.470
3120,2020-07-24 17:39:37.406
3121,2020-07-24 17:39:46.592
3122,2020-07-24 17:39:58.975
